name,quantity,protein,carbs,sugars,cholesterol,fiber,fat,calories
Pork/ raw/ separable lean and fat/ (includes cuts to be cured)/ and spareribs/ shoulder/ loin/ composite of trimmed leg/ fresh,0,18.22,0,0,69,0,15,211
"Beef/ grilled/ cooked/ all grades/ trimmed to 0"" fat/ separable lean and fat/ medallion/ shoulder tender/ shoulder clod/ chuck",0,26.22,0,0,78,0,7.2,177
"Beef/ roasted/ cooked/ all grades/ trimmed to 0"" fat/ separable lean and fat/ America's Beef Roast/ boneless/ chuck eye roast",0,24.63,0,0,83,0,15,236
"Lamb/ broiled/ cooked/ trimmed to 1/8"" fat/ separable lean and fat/ boneless/ sirloin chops/ leg/ fresh/ imported/ Australian",0,25.75,0,0,85,0,14,235
Beef/ raw/ Aust. marble score 4/5/ separable lean only/ boneless/ small end rib steak/roast/ rib/ Wagyu/ imported/ Australian,0,20.35,0,0,72,0,17,234
Beef/ raw/ Aust. marble score 9/ separable lean and fat/ boneless/ tenderloin steak/roast/ loin/ Wagyu/ imported/ Australian,0,18.5,0.58,0,74,0,19,248
"Lamb/ roasted/ cooked/ trimmed to 1/8"" fat/ separable lean only/ whole (shank and sirloin)/ leg/ fresh/ imported/ Australian",0,27.31,0,0,89,0,8.1,190
"Lamb/ roasted/ cooked/ trimmed to 1/8"" fat/ separable lean and fat/ boneless/ sirloin half/ leg/ fresh/ imported/ Australian",0,24.88,0,0,102,0,19,281
"Beef/ grilled/ cooked/ choice/ trimmed to 0"" fat/ separable lean only/ Denver Cut/ boneless/ under blade center steak/ chuck",0,26.49,0.28,0,89,0,13,228
"Lamb/ roasted/ cooked/ trimmed to 1/8"" fat/ separable lean only/ bone-in/ frenched/ roast/ rack/ fresh/ imported/ Australian",0,28.01,0,0,96,0,15,244
Beef/ raw/ Aust. marble score 4/5/ separable lean and fat/ boneless/ top loin steak/roast/ loin/ Wagyu/ imported/ Australian,0,17.67,0.17,0,63,0,24,289
"Lamb/ grilled/ cooked/ trimmed to 1/8"" fat/ separable lean and fat/ bone-in/ frenched/ rib chop/ fresh/ imported/ Australian",0,28.48,0,0,91,0,21,305
"Lamb/ broiled/ cooked/ trimmed to 1/8"" fat/ separable lean and fat/ bone-in/ center slice/ leg/ fresh/ imported/ Australian",0,25.54,0,0,85,0,12,215
Infant formula/ with ARA and DHA/ not reconstituted/ liquid concentrate/ with iron/ LIPIL/ LACTOFREE/ ENFAMIL/ MEAD JOHNSON,0,2.68,14.42,13.96,2,0,7.1,132
Beef/ raw/ Aust. marble score 4/5/ separable lean only/ boneless/ tenderloin steak/roast/ loin/ Wagyu/ imported/ Australian,0,20.19,0,0,59,0,12,191
Beef/ raw/ Aust. marble score 9/ separable lean only/ boneless/ small end rib steak/roast/ rib/ Wagyu/ imported/ Australian,0,17.61,0.46,0,77,0,29,330
Infant formula/ with ARA and DHA/ liquid concentrate not reconstituted/ with iron/ LIPIL/ NUTRAMIGEN/ ENFAMIL/ MEAD JOHNSON,0,3.53,13.12,9.87,0,0,6.7,126
"Lamb/ raw/ trimmed to 1/8"" fat/ separable lean and fat/ bone-in/ frenched/ rib chop/rack roast/ fresh/ imported/ Australian",0,21.26,0,0,69,0,17,237
"Beef/ roasted/ cooked/ all grades/ trimmed to 0"" fat/ separable lean only/ America's Beef Roast/ boneless/ chuck eye roast",0,26.65,0,0,83,0,8.5,183
"Beef/ grilled/ cooked/ select/ trimmed to 0"" fat/ separable lean and fat/ medallion/ shoulder tender/ shoulder clod/ chuck",0,26.45,0,0,80,0,6.4,172
Luncheon meat/ 25% less sodium/ includes SPAM/ added ascorbic acid/ reduced sodium/ canned/ minced/ and chicken/ ham/ pork,0,12.5,3.4,0,76,0,25,293
"Lamb/ broiled/ cooked/ trimmed to 1/8"" fat/ separable lean only/ boneless/ sirloin chops/ leg/ fresh/ imported/ Australian",0,27.63,0,0,85,0,7.8,188
"Beef/ grilled/ cooked/ choice/ trimmed to 0"" fat/ separable lean and fat/ medallion/ shoulder tender/ shoulder clod/ chuck",0,26.07,0,0,76,0,7.7,181
"Lamb/ roasted/ cooked/ trimmed to 1/8"" fat/ separable lean and fat/ bone-in/ trotter off/ leg/ fresh/ imported/ Australian",0,30.15,0.08,0,113,0,12,226
"Lamb/ cooked/ trimmed to 1/8"" fat/ separable lean and fat/ composite of trimmed retail cuts/ frozen/ imported/ New Zealand",0,25.26,0,0,106,0,18,270
"Beef/ roasted/ cooked/ select/ trimmed to 0"" fat/ separable lean and fat/ America's Beef Roast/ boneless/ chuck eye roast",0,24.86,0,0,81,0,14,229
"Beef/ roasted/ cooked/ choice/ trimmed to 0"" fat/ separable lean and fat/ America's Beef Roast/ boneless/ chuck eye roast",0,24.47,0,0,84,0,16,241
Cereals/ without salt/ cooked with water/ quick (1-3 minutes)/ assorted brands including CREAM OF WHEAT/ enriched/ farina,0,1.82,10.92,0.76,0,0.8,0.3,55
"Lamb/ roasted/ cooked/ trimmed to 1/8"" fat/ separable lean only/ boneless/ sirloin half/ leg/ fresh/ imported/ Australian",0,27.75,0,0,105,0,11,215
Cereals/ with salt/ cooked with water (includes boiling and microwaving)/ unenriched/ regular and quick and instant/ oats,0,2.54,12,0.27,0,1.7,1.5,71
Beef/ raw/ Aust. marble score 4/5/ separable lean only/ boneless/ top loin steak/roast/ loin/ Wagyu/ imported/ Australian,0,20.15,0.2,0,58,0,16,223
Beef/ raw/ Aust. marble score 9/ separable lean only/ boneless/ tenderloin steak/roast/ loin/ Wagyu/ imported/ Australian,0,18.87,0.57,0,74,0,18,237
"Lamb/ grilled/ cooked/ trimmed to 1/8"" fat/ separable lean only/ bone-in/ frenched/ rib chop/ fresh/ imported/ Australian",0,32.16,0,0,92,0,12,234
"Lamb/ broiled/ cooked/ trimmed to 1/8"" fat/ separable lean only/ bone-in/ center slice/ leg/ fresh/ imported/ Australian",0,26.75,0,0,85,0,7.7,183
"Lamb/ cooked/ trimmed to 1/8"" fat/ separable lean and fat/ composite of trimmed retail cuts/ fresh/ imported/ Australian",0,24.52,0,0,87,0,17,256
"Lamb/ raw/ trimmed to 1/8"" fat/ separable lean only/ bone-in/ frenched/ rib chop/rack roast/ fresh/ imported/ Australian",0,24.07,0,0,66,0,5.6,147
"Lamb/ roasted/ cooked/ trimmed to 1/8"" fat/ separable lean only/ bone-in/ trotter off/ leg/ fresh/ imported/ Australian",0,32.08,0,0,117,0,9.6,215
Beverages/ without added sodium or vitamin A/ aspartame/ phosphorus/ with added calcium/ powder/ low calorie/ Cocoa mix,0,25.1,58,55.58,11,1.1,3,359
"Beef/ grilled/ cooked/ all grades/ trimmed to 0"" fat/ separable lean and fat/ steak/ bottom round/ outside round/ round",0,27.52,0,0,77,0,7.1,182
Beef/ raw/ Aust. marble score 9/ separable lean only/ boneless/ top loin steak/roast/ loin/ Wagyu/ imported/ Australian,0,16.92,0.13,0,61,0,29,331
"Beef/ raw/ all grades/ trimmed to 0"" fat/ separable lean and fat/ Denver Cut/ boneless/ under blade center steak/ chuck",0,18.99,0.36,0,69,0,12,182
"Lamb/ cooked/ trimmed to 1/8"" fat/ separable lean and fat/ whole (arm and blade)/ shoulder/ fresh/ imported/ Australian",0,23.58,0,0,89,0,22,296
"Lamb/ raw/ trimmed to 1/8"" fat/ separable lean and fat/ composite of trimmed retail cuts/ frozen/ imported/ New Zealand",0,17.95,0,0,77,0,17,232
"Beef/ roasted/ cooked/ choice/ trimmed to 0"" fat/ separable lean only/ America's Beef Roast/ boneless/ chuck eye roast",0,26.41,0,0,84,0,9.4,190
"Beef/ roasted/ cooked/ select/ trimmed to 0"" fat/ separable lean only/ America's Beef Roast/ boneless/ chuck eye roast",0,27.02,0,0,81,0,7.1,172
Margarine-like shortening/ principal use flaky pastries/ and soy/ cottonseed/ soy (partially hydrogenated)/ industrial,0,0,0,0,0,0,71,628
"Beef/ broiled/ cooked/ all grades/ trimmed to 0"" fat/ separable lean and fat/ tri-tip steak/ bottom sirloin butt/ loin",0,29.97,0,0,68,0,15,265
Beverages/ vitamin A and vitamin D/  added calcium/ Ready-to-drink/ flavored and sweetened/ reduced fat/ milk beverage,0,3.05,12.08,11.4,8,0.4,1.8,77
"Lamb/ raw/ trimmed to 1/8"" fat/ separable lean and fat/ whole (arm and blade)/ shoulder/ frozen/ imported/ New Zealand",0,17.19,0,0,74,0,20,251
Fast foods/ tomato and sweet onion sauce/ sweet onion chicken teriyaki on white bread with lettuce/ submarine sandwich,0,10.91,22.54,6.06,22,1.2,2.4,155
"Lamb/ roasted/ cooked/ trimmed to 1/8"" fat/ separable lean and fat/ boneless/ bottom/ leg/ fresh/ imported/ Australian",0,27.54,0,0,106,0,12,219
"Beef/ raw/ all grades/ trimmed to 0"" fat/ separable lean and fat/ shoulder top and center steaks/ shoulder clod/ chuck",0,20.67,0,0,57,0,5.9,141
"Lamb/ braised/ cooked/ trimmed to 1/4"" fat/ separable lean only/ cubed for stew or kabob (leg and shoulder)/ domestic",0,33.69,0,0,108,0,8.8,223
"Lamb/ broiled/ cooked/ trimmed to 1/4"" fat/ separable lean only/ cubed for stew or kabob (leg and shoulder)/ domestic",0,28.08,0,0,90,0,7.3,186
"Beef/ grilled/ cooked/ all grades/ trimmed to 1/8"" fat/ separable lean and fat/ boneless/ top sirloin cap steak/ loin",0,26,0.8,0,84,0,15,242
"Lamb/ roasted/ cooked/ choice/ trimmed to 1/4"" fat/ separable lean and fat/ whole (arm and blade)/ shoulder/ domestic",0,22.51,0,0,92,0,20,276
"Lamb/ broiled/ cooked/ choice/ trimmed to 1/4"" fat/ separable lean and fat/ whole (arm and blade)/ shoulder/ domestic",0,24.42,0,0,97,0,19,278
"Lamb/ braised/ cooked/ choice/ trimmed to 1/4"" fat/ separable lean and fat/ whole (arm and blade)/ shoulder/ domestic",0,28.68,0,0,116,0,25,344
"Lamb/ braised/ cooked/ choice/ trimmed to 1/8"" fat/ separable lean and fat/ whole (arm and blade)/ shoulder/ domestic",0,29.46,0,0,117,0,24,338
"Lamb/ broiled/ cooked/ choice/ trimmed to 1/8"" fat/ separable lean and fat/ whole (arm and blade)/ shoulder/ domestic",0,23.84,0,0,95,0,18,268
"Lamb/ roasted/ cooked/ choice/ trimmed to 1/8"" fat/ separable lean and fat/ whole (arm and blade)/ shoulder/ domestic",0,22.7,0,0,91,0,19,269
Beverages/ fortified with vitamins B6 and B12/ sugar-free with guarana/ energy drink/ NOS Zero/ THE COCA-COLA COMPANY,0,0,1.03,0,0,0,0,4
"Beef/ grilled/ cooked/ all grades/ trimmed to 0"" fat/ separable lean and fat/ lip off/ boneless/ top loin steak/ loin",0,28.57,0,0,81,0,11,223
"Lamb/ raw/ trimmed to 1/8"" fat/ separable lean and fat/ composite of trimmed retail cuts/ fresh/ imported/ Australian",0,17.84,0,0,66,0,17,229
"Lamb/ cooked/ trimmed to 1/8"" fat/ separable lean only/ composite of trimmed retail cuts/ fresh/ imported/ Australian",0,26.71,0,0,87,0,9.6,201
"Lamb/ roasted/ cooked/ trimmed to 1/8"" fat/ separable lean and fat/ boneless/ tenderloin/ fresh/ imported/ Australian",0,30.87,0,0,110,0,7,187
"Lamb/ raw/ trimmed to 1/8"" fat/ separable lean and fat/ bone-in/ heel on/ hindshank/ leg/ fresh/ imported/ Australian",0,20.58,0,0,59,0,13,196
"Lamb/ raw/ trimmed to 1/8"" fat/ separable lean and fat/ whole (shank and sirloin)/ leg/ frozen/ imported/ New Zealand",0,18.76,0,0,75,0,13,201
"Beef/ braised/ cooked/ all grades/ trimmed to 0"" fat/ separable lean and fat/ boneless/ under blade pot roast/ chuck",0,26.7,0,0,99,0,20,291
"Lamb/ roasted/ cooked/ choice/ trimmed to 1/8"" fat/ separable lean and fat/ whole (shank and sirloin)/ leg/ domestic",0,26.2,0,0,92,0,14,242
"Lamb/ cooked/ trimmed to 1/8"" fat/ separable lean only/ whole (arm and blade)/ shoulder/ fresh/ imported/ Australian",0,26.18,0,0,91,0,13,233
"Beef/ raw/ all grades/ trimmed to 0"" fat/ separable lean only/ Denver Cut/ boneless/ under blade center steak/ chuck",0,19.42,0.49,0,69,0,10,170
"Beef/ grilled/ cooked/ all grades/ trimmed to 0"" fat/ separable lean and fat/ steak/ top blade/ shoulder clod/ chuck",0,24.93,0,0,83,0,13,222
"Lamb/ roasted/ cooked/ choice/ trimmed to 1/4"" fat/ separable lean and fat/ whole (shank and sirloin)/ leg/ domestic",0,25.55,0,0,93,0,16,258
"Beef/ braised/ cooked/ all grades/ trimmed to 0"" fat/ separable lean and fat/ boneless/ chuck eye Country-Style ribs",0,27.69,0,0,96,0,21,296
"Lamb/ raw/ trimmed to 1/8"" fat/ separable lean and fat/ whole (arm and blade)/ shoulder/ fresh/ imported/ Australian",0,16.68,0,0,66,0,20,256
"Beef/ raw/ select/ trimmed to 0"" fat/ separable lean and fat/ Denver Cut/ boneless/ under blade center steak/ chuck",0,19.2,0.09,0,68,0,11,172
"Lamb/ raw/ trimmed to 1/8"" fat/ separable lean and fat/ whole (shank and sirloin)/ leg/ fresh/ imported/ Australian",0,18.24,0,0,66,0,15,215
"Lamb/ raw/   trimmed to 1/8"" fat/ separable lean only/ whole (arm and blade)/ shoulder/ fresh/ imported/ Australian",0,19.36,0,0,64,0,8,155
"Beef/ grilled/ cooked/ all grades/ trimmed to 1/8"" fat/ separable lean only/ lip-on/ boneless/ top loin steak/ loin",0,29.06,0,0,80,0,9.1,198
"Beef/ roasted/ cooked/ all grades/ trimmed to 0"" fat/ separable lean only/ boneless/ top sirloin petite roast/ loin",0,29.12,0,0,86,0,5.9,170
Beef/ raw/ separable lean and fat/ boneless/ top sirloin cap-off steak/roast/ loin/ grass-fed/ imported/ Australian,0,21.77,0.01,0,55,0,4.5,127
"Beef/ raw/ choice/ trimmed to 0"" fat/ separable lean and fat/ Denver Cut/ boneless/ under blade center steak/ chuck",0,18.85,0.53,0,70,0,12,189
"Lamb/ roasted/ cooked/ trimmed to 1/8"" fat/ separable lean only/ boneless/ bottom/ leg/ fresh/ imported/ Australian",0,28.6,0,0,107,0,8.4,190
"Beef/ grilled/ cooked/ choice/ trimmed to 0"" fat/ separable lean and fat/ steak/ bottom round/ outside round/ round",0,27.22,0,0,78,0,8.3,191
"Beef/ roasted/ cooked/ all grades/ trimmed to 0"" fat/ separable lean only/ tri-tip roast/ bottom sirloin butt/ loin",0,26.75,0,0,78,0,8.3,182
"Lamb/ roasted/ cooked/ trimmed to 1/8"" fat/ separable lean only/ boneless/ tenderloin/ fresh/ imported/ Australian",0,30.97,0,0,111,0,6.7,184
"Lamb/ raw/ trimmed to 1/8"" fat/ separable lean only/ bone-in/ heel on/ hindshank/ leg/ fresh/ imported/ Australian",0,22.49,0,0,54,0,3.5,122
"Lamb/ roasted/ cooked/ choice/ trimmed to 1/4"" fat/ separable lean only/ whole (arm and blade)/ shoulder/ domestic",0,24.94,0,0,87,0,11,204
"Lamb/ braised/ cooked/ choice/ trimmed to 1/4"" fat/ separable lean only/ whole (arm and blade)/ shoulder/ domestic",0,32.81,0,0,117,0,16,283
"Lamb/ broiled/ cooked/ choice/ trimmed to 1/4"" fat/ separable lean only/ whole (arm and blade)/ shoulder/ domestic",0,27.12,0,0,93,0,11,210
Fruit cocktail/ solids and liquids/ extra light syrup/ canned/ (peach and pineapple and pear and grape and cherry),0,0.4,11.63,0,0,1.1,0.1,45
"Beef/ grilled/ cooked/ select/ trimmed to 1/8"" fat/ separable lean and fat/ lip-on/ boneless/ top loin steak/ loin",0,26.92,0,0,81,0,15,247
Beef/ raw/ separable lean and fat/ boneless/ top round cap-off steak/roast/ round/ grass-fed/ imported/ Australian,0,22.24,0,0,47,0,4.4,129
Fruit cocktail/ solids and liquids/ extra heavy syrup/ canned/ (peach and pineapple and pear and grape and cherry),0,0.39,22.89,0,0,1.1,0.1,88
"Beef/ grilled/ cooked/ all grades/ trimmed to 0"" fat/ separable lean only/ lip off/ boneless/ top loin steak/ loin",0,29.53,0,0,91,0,8.4,202
"Lamb/ raw/ trimmed to 1/8"" fat/ separable lean only/ composite of trimmed retail cuts/ fresh/ imported/ Australian",0,20.25,0,0,64,0,6.2,142
Pork/ braised/ cooked/ with added solution/ separable lean and fat/ blade (steaks)/ (Boston butt)/ shoulder/ fresh,0,25.84,0.03,0,97,0,17,263
"Beef/ raw/ choice/ trimmed to 0"" fat/ separable lean and fat/ shoulder top and center steaks/ shoulder clod/ chuck",0,20.39,0,0,57,0,6.1,143
"Beef/ raw/ select/ trimmed to 0"" fat/ separable lean and fat/ shoulder top and center steaks/ shoulder clod/ chuck",0,21.13,0,0,58,0,5.5,140
"Beef/ grilled/ cooked/ all grades/ trimmed to 0"" fat/ separable lean and fat/ outside skirt/ boneless/ plate steak",0,27.06,0,0,102,0,20,292
"Beef/ grilled/ cooked/ all grades/ trimmed to 1/8"" fat/ separable lean only/ boneless/ top sirloin cap steak/ loin",0,28.26,0.73,0,84,0,7.2,181
"Beef/ grilled/ cooked/ choice/ trimmed to 1/8"" fat/ separable lean and fat/ lip-on/ boneless/ top loin steak/ loin",0,25.69,0,0,81,0,19,275
Pork/ cooked/ separable lean and fat/ composite of trimmed retail cuts (leg/ loin/ shoulder/ and spareribs)/ fresh,0,26.36,0,0,88,0,14,238
"Beef/ raw/ all grades/ trimmed to 0"" fat/ separable lean and fat/ medallion/ shoulder tender/ shoulder clod/ chuck",0,20.54,0,0,57,0,6.2,144
"Beef/ raw/ all grades/ trimmed to 0"" fat/ separable lean and fat/ America's Beef Roast/ boneless/ chuck eye roast",0,19.18,0,0,69,0,11,180
"Beef/ roasted/ cooked/ all grades/ trimmed to 0"" fat/ separable lean and fat/ boneless/ eye of round roast/ round",0,29.66,0,0,76,0,4.5,167
Lamb/ slow roasted/ cooked/ separable lean and fat/ shank off/ chump off/ tunnel-boned leg/ imported/ New Zealand,0,23.41,0.03,0,79,0,13,208
Beverages/ vitamins B6 and B12/ pantothenic acid/ niacin/ with added caffeine/ sugar free/ RED BULL/ Energy drink,0,0.25,0.7,0,0,0,0.1,5
"Lamb/ raw/ trimmed to 1/8"" fat/ separable lean and fat/ boneless/ sirloin chops/ leg/ fresh/ imported/ Australian",0,18.33,0,0,66,0,14,208
"Beef/ grilled/ cooked/ all grades/ trimmed to 0"" fat/ separable lean and fat/ inside skirt/ boneless/ plate steak",0,29.36,0,0,92,0,14,245
"Beef/ grilled/ cooked/ choice/ trimmed to 1/8"" fat/ separable lean and fat/ boneless/ top sirloin cap steak/ loin",0,26.3,1.1,0,83,0,14,238
"Lamb/ roasted/ cooked/ choice/ trimmed to 1/4"" fat/ separable lean only/ whole (shank and sirloin)/ leg/ domestic",0,28.3,0,0,89,0,7.7,191
"Beef/ grilled/ cooked/ all grades/ trimmed to 0"" fat/ separable lean and fat/ boneless/ eye of round steak/ round",0,29.66,0,0,78,0,4.5,159
Fruit salad/ solids and liquids/ extra heavy syrup/ canned/ (peach and pear and apricot and pineapple and cherry),0,0.33,22.77,0,0,1,0.1,88
"Beef/ grilled/ cooked/ select/ trimmed to 1/8"" fat/ separable lean and fat/ boneless/ top sirloin cap steak/ loin",0,25.5,0.4,0,85,0,16,249
"Beef/ grilled/ cooked/ choice/ trimmed to 0"" fat/ separable lean and fat/ lip off/ boneless/ top loin steak/ loin",0,28.19,0,0,88,0,13,233
"Beef/ grilled/ cooked/ select/ trimmed to 0"" fat/ separable lean and fat/ lip off/ boneless/ top loin steak/ loin",0,29.16,0,0,85,0,9.1,207
"Beef/ raw/ all grades/ trimmed to 0"" fat/ separable lean and fat/ boneless/ under blade pot roast or steak/ chuck",0,19.17,0,0,66,0,13,196
"Beef/ braised/ cooked/ all grades/ trimmed to 0"" fat/ separable lean only/ boneless/ chuck eye Country-Style ribs",0,31.41,0,0,99,0,11,228
"Beef/ braised/ cooked/ all grades/ trimmed to 0"" fat/ separable lean only/ boneless/ under blade pot roast/ chuck",0,30.54,0,0,104,0,10,216
"Beef/ braised/ cooked/ select/ trimmed to 0"" fat/ separable lean and fat/ boneless/ under blade pot roast/ chuck",0,27.17,0,0,98,0,19,288
"Beef/ braised/ cooked/ choice/ trimmed to 0"" fat/ separable lean and fat/ boneless/ under blade pot roast/ chuck",0,26.39,0,0,100,0,21,306
Beef/ raw/ Aust. marble score 9/ separable lean and fat/ top loin steak/roast/ loin/ Wagyu/ imported/ Australian,0,14.58,0.22,0,68,0,37,392
"Beef/ grilled/ cooked/ all grades/ trimmed to 0"" fat/ separable lean and fat/ boneless/ shoulder top blade steak",0,27.59,0,0,95,0,11,210
"Beef/ braised/ cooked/ all grades/ trimmed to 0"" fat/ separable lean and fat/ boneless/ mock tender steak/ chuck",0,32.07,0,0,113,0,10,220
"Beef/ braised/ cooked/ all grades/ trimmed to 0"" fat/ separable lean and fat/ boneless/ under blade steak/ chuck",0,28.23,0,0,96,0,18,275
"Lamb/ raw/ trimmed to 1/8"" fat/ separable lean only/ whole (shank and sirloin)/ leg/ fresh/ imported/ Australian",0,20.46,0,0,64,0,5.2,135
"Lamb/ roasted/ cooked/ trimmed to 1/8"" fat/ separable lean and fat/ shank half/ leg/ fresh/ imported/ Australian",0,25.25,0,0,83,0,14,231
"Lamb/ raw/ trimmed to 1/8"" fat/ separable lean and fat/ boneless/ sirloin half/ leg/ fresh/ imported/ Australian",0,17.25,0,0,66,0,20,254
"Beef/ raw/ select/ trimmed to 0"" fat/ separable lean only/ Denver Cut/ boneless/ under blade center steak/ chuck",0,19.71,0.21,0,68,0,8.5,157
Cereals/ without salt/ cooked with water (includes boiling and microwaving)/ unenriched/ regular and quick/ oats,0,2.54,12,0.27,0,1.7,1.5,71
"Lamb/ broiled/ cooked/ trimmed to 1/8"" fat/ separable lean and fat/ blade/ shoulder/ fresh/ imported/ Australian",0,21.71,0,0,84,0,22,291
"Beef/ raw/ choice/ trimmed to 0"" fat/ separable lean only/ Denver Cut/ boneless/ under blade center steak/ chuck",0,19.23,0.67,0,70,0,11,178
"Beef/ grilled/ cooked/ choice/ trimmed to 0"" fat/ separable lean and fat/ steak/ top blade/ shoulder clod/ chuck",0,24.7,0,0,83,0,14,228
"Beef/ grilled/ cooked/ select/ trimmed to 0"" fat/ separable lean and fat/ steak/ top blade/ shoulder clod/ chuck",0,25.29,0,0,83,0,12,212
"Beef/ braised/ cooked/ choice/ trimmed to 0"" fat/ separable lean and fat/ boneless/ chuck eye Country-Style ribs",0,27.16,0,0,96,0,22,303
"Beef/ braised/ cooked/ select/ trimmed to 0"" fat/ separable lean and fat/ boneless/ chuck eye Country-Style ribs",0,28.47,0,0,95,0,19,285
Beef/ raw/ separable lean only/ boneless/ top round cap-off steak/roast/ round/ grass-fed/ imported/ Australian,0,22.41,0,0,48,0,4.4,129
"Lamb/ raw/ trimmed to 1/8"" fat/ separable lean and fat/ bone-in/ center slice/ leg/ fresh/ imported/ Australian",0,19.17,0,0,65,0,13,195
Infant formula/ with ARA and DHA/ not reconstituted/ powder/ with iron/ NUTRAMIGEN LIPIL/ ENFAMIL/ MEAD JOHNSON,0,13.9,51,51,0,0,26,494
"Beef/ roasted/ cooked/ all grades/ trimmed to 1/8"" fat/ separable lean and fat/ lip-on/ boneless/ rib eye roast",0,24.3,0,0,81,0,22,292
"Beef/ roasted/ cooked/ choice/ trimmed to 0"" fat/ separable lean only/ boneless/ top sirloin petite roast/ loin",0,28.97,0,0,88,0,6.4,173
"Beef/ grilled/ cooked/ select/ trimmed to 1/8"" fat/ separable lean only/ lip-on/ boneless/ top loin steak/ loin",0,29.67,0,0,80,0,7.3,184
"Beef/ grilled/ cooked/ choice/ trimmed to 1/8"" fat/ separable lean only/ lip-on/ boneless/ top loin steak/ loin",0,28.66,0,0,80,0,10,208
